Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
108679374_6523847471,108679374,Lessi ошейник A3024 для дрессировки XL зеленый,https://kaspi.kz/shop/p/lessi-osheinik-a3024-dlja-dressirovki-xl-zelenyi-108679374/,Снято с продажи,,Астана,1731,0,0,0,0,0,0,0,0,0,0
115125474_7389485302,115125474,Звездочки 3x3 см,https://kaspi.kz/shop/p/zvezdochki-3x3-sm-115125474/,Снято с продажи,,Астана,938,0,0,0,0,0,0,0,0,0,0
132997045_6548392935,132997045,627185 черный,https://kaspi.kz/shop/p/627185-chernyi-132997045/,Опубликовано,,Астана,818,0,0,0,0,0,0,0,0,0,0
110061696_7657889305,110061696,"Защитный экран от брызг 1 шт, фольга",https://kaspi.kz/shop/p/zaschitnyi-ekran-ot-bryzg-1-sht-fol-ga-110061696/,Опубликовано,,Астана,750,0,0,0,0,0,0,0,0,0,0
110184579_7540203587,110184579,Матрас Коврик для кемпинга 195x150 см,https://kaspi.kz/shop/p/matras-kovrik-dlja-kempinga-195x150-sm-110184579/,Снято с продажи,,Астана,2402,0,0,0,0,0,0,0,0,0,0
106413371_1648416513,106413371,выжимка для цепи wiz056,https://kaspi.kz/shop/p/vyzhimka-dlja-tsepi-wiz056-106413371/,Снято с продажи,,Астана,1298,0,0,0,0,0,0,0,0,0,0
116848846_6756838244,116848846,Лопатка Zevice776453 1 шт,https://kaspi.kz/shop/p/lopatka-zevice776453-1-sht-116848846/,Опубликовано,,Астана,1396,0,0,0,0,0,0,0,0,0,0
124186000_8574980034,124186000,Уличный фонарь - Br4 11 см,https://kaspi.kz/shop/p/ulichnyi-fonar---br4-11-sm-124186000/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
157178994_9878897898,157178994,Портативное биде 30397554_438916857,https://kaspi.kz/shop/p/portativnoe-bide-30397554-438916857-157178994/,Опубликовано,,Астана,2255,0,0,0,0,0,0,0,0,0,0
139817817_498498156,139817817,"Гриль-мангал 251818, чугун",https://kaspi.kz/shop/p/gril--mangal-251818-chugun-139817817/,Снято с продажи,,Астана,16811,0,0,0,0,0,0,0,0,0,0
140368525_6873432395,140368525,Форма для люля-кебаб 140368525 1 шт,https://kaspi.kz/shop/p/forma-dlja-ljulja-kebab-140368525-1-sht-140368525/,Опубликовано,,Астана,3747,0,0,0,0,0,0,0,0,0,0
113969166_4759384230,154222619,"30348404_Парный браслет удачи Инь Ян длина 18 см бижутерный сплав, искусственная кожа, текстиль, бисер",https://kaspi.kz/shop/p/30348404-parnyi-braslet-udachi-in-jan-dlina-18-sm-bizhuternyi-splav-iskusstvennaja-kozha-tekstil-biser-154222619/,Опубликовано,,Астана,799,0,0,0,0,0,0,0,0,0,0
138431862_788985499,138431862,"Игрушка для попугая, для самостоятельных игр, колокольчик желтый",https://kaspi.kz/shop/p/igrushka-dlja-popugaja-dlja-samostojatel-nyh-igr-kolokol-chik-zheltyi-138431862/,Снято с продажи,,Астана,1814,0,0,0,0,0,0,0,0,0,0
136406551_8785492325,136406551,Очки Майнкрафт Minecraft очки 1 шт,https://kaspi.kz/shop/p/ochki-mainkraft-minecraft-ochki-1-sht-136406551/,Опубликовано,,Астана,599,0,0,0,0,0,0,0,0,0,0
118131261_4884867832,118131261,Ионизатор Бутылка 133431233 650 мл серый,https://kaspi.kz/shop/p/ionizator-butylka-133431233-650-ml-seryi-118131261/,Опубликовано,,Астана,8395,0,0,0,0,0,0,0,0,0,0
159816248_657482932,159816248,Пароварка-вкладыш 30448847_MR3-025 1 шт,https://kaspi.kz/shop/p/parovarka-vkladysh-30448847-mr3-025-1-sht-159816248/,Опубликовано,,Астана,899,0,0,0,0,0,0,0,0,0,0
115252109_53829758432,115252109,"Декоративный светильник 280655, дерево, стекло",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-280655-derevo-steklo-115252109/,Опубликовано,,Астана,1999,0,0,0,0,0,0,0,0,0,0
117190986_48752395832,117190986,"Авиагамак 2-5 лет, до 25 кг, 79x44 см",https://kaspi.kz/shop/p/aviagamak-2-5-let-do-25-kg-79x44-sm-117190986/,Снято с продажи,,Астана,2299,0,0,0,0,0,0,0,0,0,0
118524767_654738434,118524767,Держатель для очков 30222763_169797071 черный 10 см,https://kaspi.kz/shop/p/derzhatel-dlja-ochkov-30222763-169797071-chernyi-10-sm-118524767/,Снято с продажи,,Астана,599,0,0,0,0,0,0,0,0,0,0
146289741_79798089,146289741,Зажим _Набор держателей для простыни 12 шт,https://kaspi.kz/shop/p/zazhim-nabor-derzhatelei-dlja-prostyni-12-sht-146289741/,Опубликовано,,Астана,605,0,0,0,0,0,0,0,0,0,0
133125332_23113231,133125332,Защитная накладка 485292149,https://kaspi.kz/shop/p/zaschitnaja-nakladka-485292149-133125332/,Снято с продажи,,Астана,340,0,0,0,0,0,0,0,0,0,0
118156260_798986993,118156260,TH427,https://kaspi.kz/shop/p/th427-118156260/,Снято с продажи,,Астана,1199,0,0,0,0,0,0,0,0,0,0
109903758_97979792,109903758,Ролик для теста Сеточка 1 шт,https://kaspi.kz/shop/p/rolik-dlja-testa-setochka-1-sht-109903758/,Опубликовано,,Астана,620,0,0,0,0,0,0,0,0,0,0
119469501_485943484,119469501,"Панама R_7946 размер универсальный, розовый",https://kaspi.kz/shop/p/panama-r-7946-razmer-universal-nyi-rozovyi-119469501/,Опубликовано,,Астана,1228,0,0,0,0,0,0,0,0,0,0
132626624_5745930593,132626624,"Наклейка на тело 150 шт 3 мм, 4 мм, 5 мм, 6 мм",https://kaspi.kz/shop/p/nakleika-na-telo-150-sht-3-mm-4-mm-5-mm-6-mm-132626624/,Опубликовано,,Астана,844,0,0,0,0,0,0,0,0,0,0
115812457_5845683723,115812457,"Leather для паспорта, искусственная кожа",https://kaspi.kz/shop/p/leather-dlja-pasporta-iskusstvennaja-kozha-115812457/,Снято с продажи,,Астана,881,0,0,0,0,0,0,0,0,0,0
140107020_56745235578,140107020,"Сетка Сетка для пиццы, алюминий",https://kaspi.kz/shop/p/setka-setka-dlja-pitstsy-aljuminii-140107020/,Снято с продажи,,Астана,1827,0,0,0,0,0,0,0,0,0,0
109903355_5737208574,109903355,Ролик для теста 226827 1 шт,https://kaspi.kz/shop/p/rolik-dlja-testa-226827-1-sht-109903355/,Опубликовано,,Астана,620,0,0,0,0,0,0,0,0,0,0
106392563_23312333,106392563,"Супермаркет Посуды подставка 804505, металл",https://kaspi.kz/shop/p/supermarket-posudy-podstavka-804505-metall-106392563/,Опубликовано,,Астана,1950,0,0,0,0,0,0,0,0,0,0
112430841_534983843,112430841,OEM GV-61 черный,https://kaspi.kz/shop/p/oem-gv-61-chernyi-112430841/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
102071305_213123123,102071305,"Wonder Life соляная лампа Скала 2-3 кг, каменная соль",https://kaspi.kz/shop/p/wonder-life-soljanaja-lampa-skala-2-3-kg-kamennaja-sol--102071305/,Снято с продажи,,Астана,7376,0,0,0,0,0,0,0,0,0,0
130946716_657365729,130946716,Игрушка Самурай 4866694,https://kaspi.kz/shop/p/igrushka-samurai-4866694-130946716/,Опубликовано,,Астана,598,0,0,0,0,0,0,0,0,0,0
108733687_7577548200,108733687,3DPEN 2 розовый,https://kaspi.kz/shop/p/3dpen-2-rozovyi-108733687/,Снято с продажи,,Астана,2996,0,0,0,0,0,0,0,0,0,0
150990444_7438355432,150990444,Самоклеящиеся пирсинг обманка.,https://kaspi.kz/shop/p/samoklejaschiesja-pirsing-obmanka--150990444/,Опубликовано,,Астана,1331,0,0,0,0,0,0,0,0,0,0
129320796_67577983652,129320796,VL 1750 накладка на ремень безопасности,https://kaspi.kz/shop/p/vl-1750-nakladka-na-remen-bezopasnosti-129320796/,Опубликовано,,Астана,1747,0,0,0,0,0,0,0,0,0,0
122931221_6757348923,122931221,Колпачок зелёный 11110007,https://kaspi.kz/shop/p/kolpachok-zeljonyi-11110007-122931221/,Опубликовано,,Астана,226,0,0,0,0,0,0,0,0,0,0
110248356_4758893532,110248356,"Щетка для тела, для душа белый 1 шт",https://kaspi.kz/shop/p/schetka-dlja-tela-dlja-dusha-belyi-1-sht-110248356/,Снято с продажи,,Астана,498,0,0,0,0,0,0,0,0,0,0
110510526_21312331212,110510526,Контейнер стоматологический пластик 1 шт,https://kaspi.kz/shop/p/konteiner-stomatologicheskii-plastik-1-sht-110510526/,Снято с продажи,,Астана,533,0,0,0,0,0,0,0,0,0,0
120241915_5748375324,120241915,Скалка MG-71707 32.5 см,https://kaspi.kz/shop/p/skalka-mg-71707-32-5-sm-120241915/,Снято с продажи,,Астана,1268,0,0,0,0,0,0,0,0,0,0
108632207_9808042,108632207,Ролик для теста 287257 1 шт,https://kaspi.kz/shop/p/rolik-dlja-testa-287257-1-sht-108632207/,Снято с продажи,,Астана,728,0,0,0,0,0,0,0,0,0,0
115998806_544513312,115998806,Переходник USB Type-C - RJ-45 0.15 м AP545,https://kaspi.kz/shop/p/perehodnik-usb-type-c---rj-45-0-15-m-ap545-115998806/,Опубликовано,,Астана,1977,0,0,0,0,0,0,0,0,0,0
103637423_67348747382,103637423,Художественный маркер Touch 36 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-36-sht-103637423/,Снято с продажи,,Астана,989,0,0,0,0,0,0,0,0,0,0
140464053_6584383439,140464053,Цветок красная лилия 20 см,https://kaspi.kz/shop/p/tsvetok-krasnaja-lilija-20-sm-140464053/,Опубликовано,,Астана,1200,0,0,0,0,0,0,0,0,0,0
130278733_123312132132,130278733,Зажим MONO 5 шт,https://kaspi.kz/shop/p/zazhim-mono-5-sht-130278733/,Опубликовано,,Астана,675,0,0,0,0,0,0,0,0,0,0
107980213_90989042,107980213,BalGerShop наклейки фосфорные звёздочки 7306663 100 шт,https://kaspi.kz/shop/p/balgershop-nakleiki-fosfornye-zvjozdochki-7306663-100-sht-107980213/,Снято с продажи,,Астана,938,0,0,0,0,0,0,0,0,0,0
109304978_6578344755,109304978,"Органайзер для проводов и аксессуаров, черный, полиэстер",https://kaspi.kz/shop/p/organaizer-dlja-provodov-i-aksessuarov-chernyi-poliester-109304978/,Снято с продажи,,Астана,1388,0,0,0,0,0,0,0,0,0,0
150887989_231123,150887989,игрушка для автомобиля,https://kaspi.kz/shop/p/igrushka-dlja-avtomobilja-150887989/,Опубликовано,,Астана,1277,0,0,0,0,0,0,0,0,0,0
129253673_67308420507,129253673,Арқар сақа асык солақай профессиональный,https://kaspi.kz/shop/p/ar-ar-sa-a-asyk-sola-ai-professional-nyi-129253673/,Опубликовано,,Астана,7500,0,0,0,0,0,0,0,0,0,0
103085490_7373858832,103085490,Художественный маркер Touch 36 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-36-sht-103085490/,Снято с продажи,,Астана,989,0,0,0,0,0,0,0,0,0,0
134191782_09880924,134191782,Light Звездочки 776930800 3x3 см,https://kaspi.kz/shop/p/light-zvezdochki-776930800-3x3-sm-134191782/,Опубликовано,,Астана,794,0,0,0,0,0,0,0,0,0,0
121433515_564944752,121433515,"Ситечко для чая Classic 103121493 10 см нержавеющая сталь, 1 шт",https://kaspi.kz/shop/p/sitechko-dlja-chaja-classic-103121493-10-sm-nerzhavejuschaja-stal-1-sht-121433515/,Опубликовано,,Астана,999,0,0,0,0,0,0,0,0,0,0
105324387_5734873032,105324387,Роза Rose of love 22 см,https://kaspi.kz/shop/p/roza-rose-of-love-22-sm-105324387/,Опубликовано,,Астана,2200,0,0,0,0,0,0,0,0,0,0
137221432_287599000129,137221432,LiXiang Защитный силиконовый чехол на экран L6 PFT-01399002 Li L6 2023-2025 черный,https://kaspi.kz/shop/p/lixiang-zaschitnyi-silikonovyi-chehol-na-ekran-l6-pft-01399002-li-l6-2023-2025-chernyi-137221432/,Опубликовано,,Астана,5400,0,0,0,0,0,0,0,0,0,0
124214213_5677485356,124214213,483848 черный,https://kaspi.kz/shop/p/483848-chernyi-124214213/,Опубликовано,,Астана,242,0,0,0,0,0,0,0,0,0,0
108955793_6485395432,108955793,Плита мобильная,https://kaspi.kz/shop/p/plita-mobil-naja-108955793/,Снято с продажи,,Астана,1569,0,0,0,0,0,0,0,0,0,0
122104807_4754870357,122104807,"Соляная лампа из гималайской соли, каменная соль",https://kaspi.kz/shop/p/soljanaja-lampa-iz-gimalaiskoi-soli-kamennaja-sol--122104807/,Снято с продажи,,Астана,4967,0,0,0,0,0,0,0,0,0,0
135849679_7690944385,135849679,"Кернер слесарный автоматический 369224295, 130х10 мм, 1 шт",https://kaspi.kz/shop/p/kerner-slesarnyi-avtomaticheskii-369224295-130h10-mm-1-sht-135849679/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
113572474_757849839,113572474,"Игральный кубик классический 2 шт, черный",https://kaspi.kz/shop/p/igral-nyi-kubik-klassicheskii-2-sht-chernyi-113572474/,Опубликовано,,Астана,258,0,0,0,0,0,0,0,0,0,0
113327942_5787823225,113327942,Массажная щетка угловая серый,https://kaspi.kz/shop/p/massazhnaja-schetka-uglovaja-seryi-113327942/,Снято с продажи,,Астана,822,0,0,0,0,0,0,0,0,0,0
119408939_6784857253,119408939,"Панама D_4879 размер универсальный, синий",https://kaspi.kz/shop/p/panama-d-4879-razmer-universal-nyi-sinii-119408939/,Опубликовано,,Астана,1218,0,0,0,0,0,0,0,0,0,0
142534000_231123123,142534000,30400864_Фонтан декор 85.5 см,https://kaspi.kz/shop/p/30400864-fontan-dekor-85-5-sm-142534000/,Опубликовано,,Астана,2036,0,0,0,0,0,0,0,0,0,0
103834372_5783878342,103834372,"TOVA Home тряпка KHR12 набор 12 шт, микрофибра",https://kaspi.kz/shop/p/tova-home-trjapka-khr12-nabor-12-sht-mikrofibra-103834372/,Снято с продажи,,Астана,937,0,0,0,0,0,0,0,0,0,0
157516094_6948768300,157516094,Стразы 30104025_246024699 300 шт,https://kaspi.kz/shop/p/strazy-30104025-246024699-300-sht-157516094/,Опубликовано,,Астана,986,0,0,0,0,0,0,0,0,0,0
161071253_684792937,161071253,"Сервировочный коврик Сервировочная салфетка 43x29.5 см, ПВХ",https://kaspi.kz/shop/p/servirovochnyi-kovrik-servirovochnaja-salfetka-43x29-5-sm-pvh-161071253/,Опубликовано,,Астана,1494,0,0,0,0,0,0,0,0,0,0
105868576_098080,105868576,BABA-YAGA ролик для теста 884-171 1 шт,https://kaspi.kz/shop/p/baba-yaga-rolik-dlja-testa-884-171-1-sht-105868576/,Снято с продажи,,Астана,980,0,0,0,0,0,0,0,0,0,0
106325130_45776436758,106325130,650 мл портативный ионизатор щелочной водородной воды серый,https://kaspi.kz/shop/p/650-ml-portativnyi-ionizator-schelochnoi-vodorodnoi-vody-seryi-106325130/,Опубликовано,,Астана,8395,0,0,0,0,0,0,0,0,0,0
103383308_54875893493,103383308,Художественный маркер Touch 80 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-80-sht-103383308/,Снято с продажи,,Астана,2739,0,0,0,0,0,0,0,0,0,0
108000568_675489335556,108000568,Aqua04 термометр AQ33809778,https://kaspi.kz/shop/p/aqua04-termometr-aq33809778-108000568/,Опубликовано,,Астана,379,0,0,0,0,0,0,0,0,0,0
119398184_5892739324,119398184,Кейс-органайзер 100066 черный,https://kaspi.kz/shop/p/keis-organaizer-100066-chernyi-119398184/,Снято с продажи,,Астана,264,0,0,0,0,0,0,0,0,0,0
